StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PQ1,PQ2,PQ3,PQ4,PQ5,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q18,Q16,Q17,Q52,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q23,Q24,Q25,Q26#1_1,Q26#1_2,Q26#1_3,Q26#1_4,Q26#1_5,Q26#1_6,Q26#1_7,Q27,Q28,Q29,Q30,Q31,Q14,Q32,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q54_1,Q54_2,Q54_3,Q53_1,Q55_1,Q54,Q56_1,Q56_2,Q56_4,Q56_10,Q56_6,Q56_12,Q56_8,Q56_11,Q56_13,id,RandomID
2024-10-07 07:34:18,2024-10-07 07:46:56,IP Address,148.88.245.189,100,758,True,2024-10-07 07:46:57,R_2whBpD6acCq3Ogx,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,159,A middle child (I had older and younger siblings),Europe (not UK),,,4,Average,Well below average,24000,240,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,75,More than half the days,Several days,Nearly every day,Several days,Several days,Nearly every day,More than half the days,9,5,8,1 day,7 days,0 days,7 days,7 days,2 days,0 days,15,205,262,,,Disagree,iPhone,11,15,11,30,,,39,37,44,37,23,strongly agree,4,1,5,6,7,8,2,3,9,,746707
2024-10-07 07:34:23,2024-10-07 07:47:56,IP Address,148.88.245.184,100,813,True,2024-10-07 07:47:56,R_8lhDXYlN1ISIiot,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,175,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,14,A little above the average,A little above the average,40000,300,receive £100 for sure,lose £100 for sure,55,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Several days,More than half the days,4,5,5,3 days,0 days,0 days,0 days,7 days,3 days,0 days,0,,,,,Strongly disagree,iPhone,6,0,10,0,,,41,26,45,64,7,strongly agree,,,,,,,,,,,435116
2024-10-07 07:34:16,2024-10-07 07:50:59,IP Address,148.88.245.58,100,1002,True,2024-10-07 07:51:00,R_2OSPxl5oktYrpdM,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Male,172,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,7,Average,Well below average,46000,348,receive £100 for sure,lose £100 for sure,90,Nearly every day,Nearly every day,Nearly every day,Several days,Not at all,Not at all,More than half the days,6,5,6,0 days,4 days,0 days,0 days,7 days,7 days,0 days,,24,24,,,Disagree,iPhone,8,0,7,45,,,35,27,53,40,28,strongly agree,8,1,9,7,3,2,5,4,6,,476372
2024-10-07 07:34:48,2024-10-07 07:56:32,IP Address,148.88.245.102,100,1304,True,2024-10-07 07:56:32,R_8WDubLnp1JVDpjr,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,165,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,6,A little below average,A little below average,25000,90,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,99,Nearly every day,More than half the days,Nearly every day,,Nearly every day,More than half the days,Nearly every day,5.36s,3.68s,8.66s,0 days,7 days,0 days,4 days,5 days,2 days,3 days,,227,331,,,Strongly disagree,iPhone,5,30,4,45,,,46,42,55,35,13,strongly agree,1,4,2,6,7,3,8,5,9,,945194
2024-10-07 07:47:26,2024-10-07 08:05:27,IP Address,148.88.245.35,100,1081,True,2024-10-07 08:05:28,R_2ffVDPZM4Sylsoi,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,163,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,2,A little below average,Well above average,5000,500,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,85,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,More than half the days,Nearly every day,5,3,6,1 day,5 days,2 days,6 days,7 days,2 days,0 days,10,500,600,0,2,Disagree,iPhone,12,45,13,15,,,52,30,36,63,34,strongly agree,7,1,4,9,5,6,3,2,8,,377751
2024-10-07 07:36:36,2024-10-07 08:09:02,IP Address,148.88.245.55,100,1946,True,2024-10-07 08:09:03,R_2MO2DkQV4MNQhup,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,162,An only child,UK,"North West, England",GCSE grade A-C,10,Average,Average,30000,1150,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,50,Nearly every day,More than half the days,More than half the days,Several days,Not at all,Several days,Nearly every day,6.98,4.85,6.92,3 days,7 days,1 day,7 days,7 days,4 days,0 days,251,570,787,0,0,Disagree,iPhone,7,30,9,30,,,30,30,45,35,35,strongly agree,4,1,5,6,7,2,8,3,9,,454268
2024-10-07 07:34:23,2024-10-07 08:30:58,IP Address,148.88.245.12,100,3394,True,2024-10-07 08:30:58,R_20w1qDB4SSxgY5N,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,July,Female,172,An only child,Europe (not UK),,,5,Average,Average,22000,330,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,Several days,Several days,Several days,Several days,Not at all,Not at all,Not at all,6.70,4.97,9.92,0 days,7 days,0 days,7 days,7 days,0 days,0 days,,474,591,,,Strongly disagree,iPhone,6,30,10,30,,,61,51,45,77,22,strongly disagreee,4,5,6,3,7,8,1,9,2,,413460
2024-10-07 08:14:20,2024-10-07 08:35:03,IP Address,148.88.245.181,100,1243,True,2024-10-07 08:35:03,R_29uzAZeQm1GZ79s,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Male,178,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,7,Average,A little above the average,45000,1400,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,100,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Not at all,9,8,10,0 days,7 days,1 day,7 days,7 days,3 days,0 days,,190,180,2000,6,Strongly disagree,iPhone,6,0,6,45,,,59,52,54,50,39,strongly agree,7,8,2,5,9,1,4,3,6,,360696
2024-10-07 08:25:45,2024-10-07 08:52:09,IP Address,148.88.245.215,100,1583,True,2024-10-07 08:52:10,R_8r1CijtgQ9JAo7u,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Male,182,The oldest of my siblings,UK,"North West, England",A-Level Grade A* / A,7,Well above average,Average,35000,237,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,95,Nearly every day,Several days,Several days,Nearly every day,Nearly every day,Several days,More than half the days,5.84,4.49,7.08,0 days,7 days,2 days,7 days,4 days,6 days,0 days,,199,495,6,20,Strongly agree,Android,5,30,,,8,15,42,10,22,27,2,strongly agree,3,2,9,4,7,1,8,5,6,,414240
2024-10-07 07:42:54,2024-10-07 09:43:54,IP Address,148.88.245.120,100,7260,True,2024-10-07 09:43:55,R_2rMysybk97kjCDW,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Male,170,The youngest of my siblings,North America,,,6,A little below average,Well above average,10000,413,receive £100 for sure,lose £100 for sure,85,Nearly every day,More than half the days,Nearly every day,Several days,Not at all,Not at all,More than half the days,4.40,3.33,6.03,0 days,1 day,1 day,5 days,3 days,7 days,0 days,,54,194,31,281,Strongly disagree,iPhone,11,0,,,,,60,30,41,40,5,strongly agree,5,1,2,8,4,3,7,6,9,,759257
2024-10-07 07:34:26,2024-10-07 10:08:41,IP Address,148.88.245.9,100,9254,True,2024-10-07 10:08:41,R_2PrYolxFR4TwRRT,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,17,June,Female,165,The youngest of my siblings,Asia,,,12,A little below average,Average,30000,490,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,99,Several days,Several days,Not at all,Not at all,Not at all,Several days,Not at all,5.36,3.63,8.18,0 days,7 days,0 days,7 days,1 day,3 days,0 days,,709,777,,,Disagree,iPhone,5,0,5,0,,,42,36,25,17,24,strongly agree,7,3,9,4,6,1,5,2,8,,993981
2024-10-07 09:59:56,2024-10-07 10:09:16,IP Address,148.88.245.216,100,560,True,2024-10-07 10:09:17,R_2gqoXVBzQXbNx04,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,160,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,12,Average,Average,50000,264,receive £100 for sure,lose £100 for sure,60,Several days,Not at all,Not at all,Several days,Not at all,Several days,Not at all,4.42,3.36,6.92,0 days,7 days,0 days,0 days,7 days,1 day,0 days,,450,330,,,Disagree,iPhone,2,30,3,15,,,35,28,52,60,8,strongly disagreee,1,2,3,4,5,6,7,8,9,,163450
2024-10-07 07:34:43,2024-10-07 10:56:12,IP Address,148.88.245.47,100,12088,True,2024-10-07 10:56:12,R_8qc3ygYuDPHkJPj,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,175,The oldest of my siblings,UK,"North East, England",GCSE grade A-C,12,Average,A little above the average,40000,1100,receive £100 for sure,lose £100 for sure,90,Several days,Not at all,Not at all,More than half the days,Not at all,Not at all,Not at all,8,7,9,0 days,7 days,0 days,7 days,7 days,4 days,0 days,,402,628,,,Disagree,iPhone,5,30,3,45,,,70,38,65,35,20,strongly agree,2,6,5,7,4,8,9,1,3,,343742
2024-10-07 11:45:12,2024-10-07 12:00:30,IP Address,148.88.245.233,100,917,True,2024-10-07 12:00:31,R_2egdmL7HPgKf7nn,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,November,Male,166,The oldest of my siblings,North America,,,4,A little above the average,Average,53000,1201,receive £100 for sure,lose £100 for sure,95,Not at all,Several days,Not at all,Several days,Not at all,Not at all,Not at all,9,6,7,0 days,5 days,0 days,0 days,3 days,7 days,5 days,,276,279,,,Agree,Android,6,45,,,6,15,42,34,21,26,13,strongly agree,9,1,2,8,7,3,4,5,6,,140766
